PEDIDO_ERP;CANAL_MARKETING
P10000139752;Google Ads
P10000139753;Busca orgânica
P10000139754;Busca orgânica
P10000139755;Referência
P10000139756;Facebook Ads
P10000139757;Facebook Ads
P10000139758;Google Ads
P10000139759;Facebook Ads
P10000139760;Busca orgânica
P10000139761;Google Ads
P10000139762;Google Ads
P10000139763;Facebook Ads
P10000139764;Busca orgânica
P10000139765;Google Ads
P10000139766;Referência
P10000139767;Direto
P10000139768;Busca orgânica
P10000139769;Google Ads
P10000139770;Google Ads
P10000139771;Google Ads
P10000139772;Busca orgânica
P10000139773;Google Ads
P10000139774;Busca orgânica
P10000139775;Google Ads
P10000139776;Busca orgânica
P10000139777;Google Ads
P10000139778;Google Ads
P10000139779;Google Ads
P10000139780;Google Ads
P10000139781;Busca orgânica
P10000139782;Facebook Ads
P10000139783;Google Ads
P10000139784;Email
P10000139785;Google Ads
P10000139786;Google Ads
P10000139787;Facebook Ads
P10000139788;Google Ads
P10000139789;Google Ads
P10000139790;Outros
P10000139791;Direto
P10000139792;Google Ads
P10000139793;Google Ads
P10000139794;Google Ads
P10000139795;Busca orgânica
P10000139796;Google Ads
P10000139797;Referência
P10000139798;Google Ads
P10000139799;Google Ads
P10000139800;Email
P10000139801;Google Ads
P10000139802;Busca orgânica
P10000139803;Facebook Ads
P10000139804;Google Ads
P10000139805;Google Ads
P10000139806;Google Ads
P10000139807;Facebook Ads
P10000139808;Google Ads
P10000139809;Google Ads
P10000139810;
P10000139811;Busca orgânica
P10000139812;Outros
P10000139813;Direto
P10000139814;Google Ads
P10000139815;Google Ads
P10000139816;Google Ads
P10000139817;Facebook Ads
P10000139818;Google Ads
P10000139819;
P10000139820;Outros
P10000139821;Google Ads
P10000139822;Busca orgânica
P10000139823;Facebook Ads
P10000139824;Outros
P10000139825;Google Ads
P10000139826;Google Ads
P10000139827;Google Ads
P10000139828;Google Ads
P10000139829;Google Ads
P10000139830;Busca orgânica
P10000139831;Google Ads
P10000139832;Direto
P10000139833;Google Ads
P10000139834;Google Ads
P10000139835;Busca orgânica
P10000139836;Google Ads
P10000139837;Busca orgânica
P10000139838;Busca orgânica
P10000139839;Google Ads
P10000139840;Busca orgânica
P10000139841;Direto
P10000139842;Outros
P10000139843;Google Ads
P10000139844;
P10000139845;Google Ads
P10000139846;Direto
P10000139847;Busca orgânica
P10000139848;Google Ads
P10000139849;Facebook Ads
P10000139850;
P10000139851;Facebook Ads
P10000139852;Google Ads
P10000139853;Google Ads
P10000139854;Google Ads
P10000139855;Google Ads
P10000139856;Google Ads
P10000139857;
P10000139858;Busca orgânica
P10000139859;Direto
P10000139860;Facebook Ads
P10000139861;Facebook Ads
P10000139862;Google Ads
P10000139863;Google Ads
P10000139864;Google Ads
P10000139865;Facebook Ads
P10000139866;Referência
P10000139867;Google Ads
P10000139868;Direto
P10000139869;Direto
P10000139870;Google Ads
P10000139871;Direto
P10000139872;Outros
P10000139873;Google Ads
P10000139874;
P10000139875;Busca orgânica
P10000139876;Referência
P10000139877;Direto
P10000139878;Referência
P10000139879;Busca orgânica
P10000139880;Google Ads
P10000139881;Google Ads
P10000139882;Direto
P10000139883;Busca orgânica
P10000139884;Busca orgânica
P10000139885;Google Ads
P10000139886;Direto
P10000139887;Direto
P10000139888;Direto
P10000139889;Facebook Ads
P10000139890;Referência
P10000139891;Busca orgânica
P10000139892;Referência
P10000139893;Email
P10000139894;Email
P10000139895;Google Ads
P10000139896;
P10000139897;Direto
P10000139898;Google Ads
P10000139899;Referência
P10000139900;Facebook Ads
P10000139901;Referência
P10000139902;Google Ads
P10000139903;Direto
P10000139904;Google Ads
P10000139905;
P10000139906;Facebook Ads
P10000139907;Google Ads
P10000139908;Busca orgânica
P10000139909;Facebook Ads
P10000139910;
P10000139911;Google Ads
P10000139912;Google Ads
P10000139913;Busca orgânica
P10000139914;Google Ads
P10000139915;Google Ads
P10000139916;Referência
P10000139917;Direto
P10000139918;Referência
P10000139919;Google Ads
P10000139920;Google Ads
P10000139921;Direto
P10000139922;Google Ads
P10000139923;Facebook Ads
P10000139924;Google Ads
P10000139925;Busca orgânica
P10000139926;Google Ads
P10000139927;Outros
P10000139928;Google Ads
P10000139929;Referência
P10000139930;Google Ads
P10000139931;Referência
P10000139932;Direto
P10000139933;Google Ads
P10000139934;Busca orgânica
P10000139935;Google Ads
P10000139936;Google Ads
P10000139937;Busca orgânica
P10000139938;Direto
P10000139939;Google Ads
P10000139940;Busca orgânica
P10000139941;Direto
P10000139942;Busca orgânica
P10000139943;Facebook Ads
P10000139944;Google Ads
P10000139945;Direto
P10000139946;Google Ads
P10000139947;Busca orgânica
P10000139948;Google Ads
P10000139949;Email
P10000139950;Google Ads
P10000139951;Busca orgânica
P10000139952;Google Ads
P10000139953;Google Ads
P10000139954;Busca orgânica
P10000139955;Google Ads
P10000139956;Google Ads
P10000139957;
P10000139958;Google Ads
P10000139959;Direto
P10000139960;Direto
P10000139961;Facebook Ads
P10000139962;Email
P10000139963;Google Ads
P10000139964;Google Ads
P10000139965;Google Ads
P10000139966;Facebook Ads
P10000139967;Outros
P10000139968;Google Ads
P10000139969;Google Ads
P10000139970;Google Ads
P10000139971;Google Ads
P10000139972;Busca orgânica
P10000139973;Direto
P10000139974;Google Ads
P10000139975;Google Ads
P10000139976;
P10000139977;Google Ads
P10000139978;Google Ads
P10000139979;Busca orgânica
P10000139980;Google Ads
P10000139981;Google Ads
P10000139982;Google Ads
P10000139983;Google Ads
P10000139984;Email
P10000139985;Email
P10000139986;Google Ads
P10000139987;Referência
P10000139988;Email
P10000139989;Google Ads
P10000139990;
P10000139991;Busca orgânica
P10000139992;Direto
P10000139993;Busca orgânica
P10000139994;Google Ads
P10000139995;Google Ads
P10000139996;Busca orgânica
P10000139997;Google Ads
P10000139998;Google Ads
P10000139999;Direto
P10000140000;Facebook Ads
P10000140001;Busca orgânica
P10000140002;Facebook Ads
P10000140003;Google Ads
P10000140004;Busca orgânica
P10000140005;Google Ads
P10000140006;Facebook Ads
P10000140007;Google Ads
P10000140008;Google Ads
P10000140009;Google Ads
P10000140010;Google Ads
P10000140011;Google Ads
P10000140012;Outros
P10000140013;Google Ads
P10000140014;Busca orgânica
P10000140015;Busca orgânica
P10000140016;Google Ads
P10000140017;Direto
P10000140018;Outros
P10000140019;Google Ads
P10000140020;Google Ads
P10000140021;Busca orgânica
P10000140022;Busca orgânica
P10000140023;Google Ads
P10000140024;Busca orgânica
P10000140025;Referência
P10000140026;Referência
P10000140027;Google Ads
P10000140028;Busca orgânica
P10000140029;Google Ads
P10000140030;Facebook Ads
P10000140031;Google Ads
P10000140032;Busca orgânica
P10000140033;Google Ads
P10000140034;Direto
P10000140035;Google Ads
P10000140036;Google Ads
P10000140037;Referência
P10000140038;Busca orgânica
P10000140039;Google Ads
P10000140040;Facebook Ads
P10000140041;Busca orgânica
P10000140042;Google Ads
P10000140043;Busca orgânica
P10000140044;Google Ads
P10000140045;Facebook Ads
P10000140046;Direto
P10000140047;Google Ads
P10000140048;Busca orgânica
P10000140049;Google Ads
P10000140050;Busca orgânica
P10000140051;Busca orgânica
P10000140052;Referência
P10000140053;Google Ads
P10000140054;Busca orgânica
P10000140055;Referência
P10000140056;Facebook Ads
P10000140057;Busca orgânica
P10000140058;Direto
P10000140059;Busca orgânica
P10000140060;Google Ads
P10000140061;Google Ads
P10000140062;Google Ads
P10000140063;Google Ads
P10000140064;Email
P10000140065;Google Ads
P10000140066;Google Ads
P10000140067;Google Ads
P10000140068;Facebook Ads
P10000140069;Busca orgânica
P10000140070;Google Ads
P10000140071;Outros
P10000140072;Outros
P10000140073;Google Ads
P10000140074;Google Ads
P10000140075;Google Ads
P10000140076;Google Ads
P10000140077;Google Ads
P10000140078;Google Ads
P10000140079;Busca orgânica
P10000140080;Google Ads
P10000140081;Google Ads
P10000140082;Facebook Ads
P10000140083;Busca orgânica
P10000140084;Google Ads
P10000140085;Busca orgânica
P10000140086;Google Ads
P10000140087;Email
P10000140088;Google Ads
P10000140089;Google Ads
P10000140090;Busca orgânica
P10000140091;Facebook Ads
P10000140092;Busca orgânica
P10000140093;Busca orgânica
P10000140094;Google Ads
P10000140095;Google Ads
P10000140096;Outros
P10000140097;Referência
P10000140098;Google Ads
P10000140099;Busca orgânica
P10000140100;Google Ads
P10000140101;Google Ads
P10000140102;Busca orgânica
P10000140103;Referência
P10000140104;Direto
P10000140105;
P10000140106;Google Ads
P10000140107;Email
P10000140108;Google Ads
P10000140109;Google Ads
P10000140110;Busca orgânica
P10000140111;Google Ads
P10000140112;Busca orgânica
P10000140113;Direto
P10000140114;Google Ads
P10000140115;Google Ads
P10000140116;Google Ads
P10000140117;Facebook Ads
P10000140118;Google Ads
P10000140119;Referência
P10000140120;Busca orgânica
P10000140121;Direto
P10000140122;Outros
P10000140123;Google Ads
P10000140124;Direto
P10000140125;Direto
P10000140126;Direto
P10000140127;Google Ads
P10000140128;Google Ads
P10000140129;Direto
P10000140130;Busca orgânica
P10000140131;Google Ads
P10000140132;Google Ads
P10000140133;Google Ads
P10000140134;Busca orgânica
P10000140135;Google Ads
P10000140136;Referência
P10000140137;Busca orgânica
P10000140138;Busca orgânica
P10000140139;Google Ads
P10000140140;Google Ads
P10000140141;Referência
P10000140142;Google Ads
P10000140143;Google Ads
P10000140144;Busca orgânica
P10000140145;Facebook Ads
P10000140146;Busca orgânica
P10000140147;Direto
P10000140148;Google Ads
P10000140149;Google Ads
P10000140150;Email
P10000140151;Busca orgânica
P10000140152;Google Ads
P10000140153;Direto
P10000140154;Google Ads
P10000140155;Direto
P10000140156;Direto
P10000140157;Busca orgânica
P10000140158;Facebook Ads
P10000140159;Google Ads
P10000140160;Facebook Ads
P10000140161;Google Ads
P10000140162;Busca orgânica
P10000140163;Email
P10000140164;Direto
P10000140165;Facebook Ads
P10000140166;Google Ads
P10000140167;Direto
P10000140168;Google Ads
P10000140169;Google Ads
P10000140170;
P10000140171;Busca orgânica
P10000140172;Email
P10000140173;Referência
P10000140174;Google Ads
P10000140175;Email
P10000140176;Google Ads
P10000140177;Google Ads
P10000140178;Google Ads
P10000140179;Google Ads
P10000140180;Google Ads
P10000140181;Facebook Ads
P10000140182;Outros
P10000140183;Busca orgânica
P10000140184;
P10000140185;Outros
P10000140186;Google Ads
P10000140187;Google Ads
P10000140188;Google Ads
P10000140189;Google Ads
P10000140190;Facebook Ads
P10000140191;Google Ads
P10000140192;Google Ads
P10000140193;Facebook Ads
P10000140194;Email
P10000140195;Google Ads
P10000140196;Facebook Ads
P10000140197;Referência
P10000140198;Google Ads
P10000140199;Referência
P10000140200;Email
P10000140201;Busca orgânica
P10000140202;Busca orgânica
P10000140203;Busca orgânica
P10000140204;Google Ads
P10000140205;Facebook Ads
P10000140206;Outros
P10000140207;Email
P10000140208;Referência
P10000140209;Busca orgânica
P10000140210;Google Ads
P10000140211;Google Ads
P10000140212;Google Ads
P10000140213;Google Ads
P10000140214;Direto
P10000140215;Busca orgânica
P10000140216;Google Ads
P10000140217;Facebook Ads
P10000140218;Busca orgânica
P10000140219;
P10000140220;Google Ads
P10000140221;Busca orgânica
P10000140222;Google Ads
P10000140223;Direto
P10000140224;Direto
P10000140225;Email
P10000140226;Busca orgânica
P10000140227;Google Ads
P10000140228;Email
P10000140229;Facebook Ads
P10000140230;Google Ads
P10000140231;Google Ads
P10000140232;
P10000140233;Google Ads
P10000140234;Direto
P10000140235;Email
P10000140236;Google Ads
P10000140237;Busca orgânica
P10000140238;Referência
P10000140239;Google Ads
P10000140240;Google Ads
P10000140241;Facebook Ads
P10000140242;Outros
P10000140243;Google Ads
P10000140244;Referência
P10000140245;Facebook Ads
P10000140246;Facebook Ads
P10000140247;Google Ads
P10000140248;Google Ads
P10000140249;Google Ads
P10000140250;Busca orgânica
P10000140251;Facebook Ads
P10000140252;Google Ads
P10000140253;Referência
P10000140254;Busca orgânica
P10000140255;Direto
P10000140256;Google Ads
P10000140257;Direto
P10000140258;Direto
P10000140259;Google Ads
P10000140260;Direto
P10000140261;Google Ads
P10000140262;Google Ads
P10000140263;Facebook Ads
P10000140264;Busca orgânica
P10000140265;Google Ads
P10000140266;Outros
P10000140267;Direto
P10000140268;Busca orgânica
P10000140269;Outros
P10000140270;Direto
P10000140271;Direto
P10000140272;
P10000140273;Google Ads
P10000140274;Direto
P10000140275;Busca orgânica
P10000140276;Busca orgânica
P10000140277;Email
P10000140278;Facebook Ads
P10000140279;Google Ads
P10000140280;Google Ads
P10000140281;Email
P10000140282;Outros
P10000140283;Direto
P10000140284;Direto
P10000140285;Direto
P10000140286;Facebook Ads
P10000140287;
P10000140288;Outros
P10000140289;Facebook Ads
P10000140290;Busca orgânica
P10000140291;Google Ads
P10000140292;Referência
P10000140293;Busca orgânica
P10000140294;Google Ads
P10000140295;Google Ads
P10000140296;Facebook Ads
P10000140297;Direto
P10000140298;Direto
P10000140299;Google Ads
P10000140300;Facebook Ads
P10000140301;Direto
P10000140302;Google Ads
P10000140303;Google Ads
P10000140304;Direto
P10000140305;Google Ads
P10000140306;Google Ads
P10000140307;Direto
P10000140308;Google Ads
P10000140309;Referência
P10000140310;Google Ads
P10000140311;Busca orgânica
P10000140312;Outros
P10000140313;
P10000140314;Facebook Ads
P10000140315;Busca orgânica
P10000140316;Email
P10000140317;Google Ads
P10000140318;Google Ads
P10000140319;Direto
P10000140320;Facebook Ads
P10000140321;Busca orgânica
P10000140322;Busca orgânica
P10000140323;Google Ads
P10000140324;Google Ads
P10000140325;Google Ads
P10000140326;Google Ads
P10000140327;Google Ads
P10000140328;Google Ads
P10000140329;Busca orgânica
P10000140330;Referência
P10000140331;Direto
P10000140332;Referência
P10000140333;Referência
P10000140334;Referência
P10000140335;Outros
P10000140336;Google Ads
P10000140337;Google Ads
P10000140338;Direto
P10000140339;Email
P10000140340;Google Ads
P10000140341;Busca orgânica
P10000140342;Google Ads
P10000140343;Google Ads
P10000140344;Google Ads
P10000140345;Google Ads
P10000140346;Busca orgânica
P10000140347;Google Ads
P10000140348;Google Ads
P10000140349;Direto
P10000140350;Referência
P10000140351;Google Ads
P10000140352;Direto
P10000140353;Email
P10000140354;Email
P10000140355;Google Ads
P10000140356;Referência
P10000140357;Facebook Ads
P10000140358;Google Ads
P10000140359;Busca orgânica
P10000140360;Direto
P10000140361;Email
P10000140362;Google Ads
P10000140363;Google Ads
P10000140364;Direto
P10000140365;Google Ads
P10000140366;Google Ads
P10000140367;Google Ads
P10000140368;Busca orgânica
P10000140369;Referência
P10000140370;Google Ads
